Batch ID,BatchType,Time (h),Temperature(T:K),pH(pH:pH),Dissolved oxygen concentration(DO2:mg/L),Agitator RPM(RPM:RPM),carbon dioxide percent in off-gas(CO2outgas:%),Oxygen in percent in off-gas(O2:O2  (%)),Vessel Volume(V:L),Sugar feed rate(Fs:L/h),Penicillin concentration(P:g/L)
2.0,Recipe driven approach,52.4,298.17,6.5052,13.609,100,1.2834,0.19165,65728,65,5.082
2.0,Recipe driven approach,52.6,298.13,6.5049,13.637,100,1.2877,0.19164,65854,65,5.1221
2.0,Recipe driven approach,52.8,298.09,6.5041,13.663,100,1.2919,0.19171,65980,65,5.1624
2.0,Recipe driven approach,53.0,298.05,6.5012,13.655,100,1.2962,0.19169,66106,65,5.203
2.0,Recipe driven approach,53.2,298.03,6.4991,13.685,100,1.3004,0.19167,66232,65,5.2439
2.0,Recipe driven approach,53.4,298.01,6.499,13.709,100,1.3046,0.19173,66358,65,5.2848
2.0,Recipe driven approach,53.6,297.99,6.4969,13.731,100,1.3089,0.19176,66485,65,5.326
2.0,Recipe driven approach,53.8,297.98,6.4968,13.763,100,1.313,0.19176,66612,65,5.3671
2.0,Recipe driven approach,54.0,297.96,6.497,13.774,100,1.3172,0.19159,66739,65,5.4085
2.0,Recipe driven approach,54.2,297.95,6.4962,13.791,100,1.3213,0.19159,66866,65,5.4497
2.0,Recipe driven approach,54.4,297.95,6.4953,13.795,100,1.3255,0.19149,66994,65,5.4907
2.0,Recipe driven approach,54.6,298.1,6.4952,13.81,100,1.3297,0.19146,67122,65,5.5315
2.0,Recipe driven approach,54.8,298.08,6.4944,13.862,100,1.3338,0.19155,67251,65,5.5725
2.0,Recipe driven approach,55.0,298.05,6.493,13.921,100,1.3378,0.1916,67380,65,5.6135
2.0,Recipe driven approach,55.2,298.02,6.4927,13.956,100,1.3418,0.19156,67510,65,5.6545
2.0,Recipe driven approach,55.4,298.0,6.4938,13.932,100,1.3458,0.19142,67640,65,5.6952
2.0,Recipe driven approach,55.6,297.99,6.494,13.946,100,1.3499,0.19139,67772,65,5.7361
2.0,Recipe driven approach,55.8,297.98,6.4972,13.955,100,1.3539,0.19127,67903,65,5.7766
2.0,Recipe driven approach,56.0,297.97,6.4996,14.019,100,1.358,0.19142,68035,65,5.817
2.0,Recipe driven approach,56.2,297.97,6.4987,13.905,100,1.3621,0.19093,68169,72,5.8569
2.0,Recipe driven approach,56.4,297.98,6.4958,13.862,100,1.3664,0.19078,68303,72,5.8962
2.0,Recipe driven approach,56.6,297.99,6.4959,13.87,100,1.3707,0.19068,68437,72,5.9354
2.0,Recipe driven approach,56.8,297.99,6.4978,13.888,100,1.3751,0.19061,68572,72,5.9745
2.0,Recipe driven approach,57.0,297.99,6.5001,13.913,100,1.3794,0.19057,68707,72,6.0134
2.0,Recipe driven approach,57.2,297.99,6.4996,13.954,100,1.3837,0.19055,68842,72,6.0525
2.0,Recipe driven approach,57.4,297.99,6.4986,13.951,100,1.3879,0.19045,68977,72,6.0917
2.0,Recipe driven approach,57.6,297.99,6.4972,13.973,100,1.3922,0.19043,69112,72,6.1309
2.0,Recipe driven approach,57.8,297.99,6.4971,13.972,100,1.3964,0.19028,69248,72,6.17
2.0,Recipe driven approach,58.0,297.99,6.4973,13.991,100,1.4007,0.19025,69384,72,6.2094
2.0,Recipe driven approach,58.2,297.99,6.4992,14.017,100,1.4049,0.19023,69520,72,6.2489
2.0,Recipe driven approach,58.4,297.98,6.5005,14.053,100,1.4091,0.1903,69656,72,6.2883
2.0,Recipe driven approach,58.6,297.99,6.5005,13.984,100,1.4134,0.18998,69793,72,6.3274
2.0,Recipe driven approach,58.8,297.99,6.5024,14.021,100,1.4177,0.19004,69929,72,6.3668
2.0,Recipe driven approach,59.0,297.99,6.5031,14.037,100,1.422,0.18997,70066,72,6.4062
2.0,Recipe driven approach,59.2,297.99,6.5006,14.064,100,1.4262,0.18995,70202,72,6.4457
2.0,Recipe driven approach,59.4,297.99,6.497,14.063,100,1.4305,0.18993,70338,72,6.4851
2.0,Recipe driven approach,59.6,297.99,6.4962,14.102,100,1.4347,0.18998,70475,72,6.5246
2.0,Recipe driven approach,59.8,297.98,6.4988,14.151,100,1.439,0.19009,70612,72,6.5644
2.0,Recipe driven approach,60.0,297.98,6.4998,14.149,100,1.4432,0.18997,70749,72,6.6044
2.0,Recipe driven approach,60.2,297.99,6.5002,14.118,100,1.4474,0.18982,70887,76,6.6441
2.0,Recipe driven approach,60.4,297.99,6.5012,14.103,100,1.4518,0.18957,71025,76,6.6836
2.0,Recipe driven approach,60.6,297.99,6.5032,14.115,100,1.4561,0.18944,71164,76,6.7234
2.0,Recipe driven approach,60.8,297.99,6.5077,14.132,100,1.4604,0.18933,71302,76,6.7637
2.0,Recipe driven approach,61.0,297.99,6.5131,14.207,100,1.4646,0.18947,71439,76,6.8043
2.0,Recipe driven approach,61.2,297.99,6.5176,14.198,100,1.4687,0.18938,71576,76,6.8451
2.0,Recipe driven approach,61.4,297.98,6.5224,14.248,100,1.4728,0.18939,71711,76,6.8861
2.0,Recipe driven approach,61.6,297.98,6.5241,14.231,100,1.4769,0.18934,71844,76,6.9275
2.0,Recipe driven approach,61.8,297.99,6.5217,14.212,100,1.481,0.18917,71976,76,6.9688
2.0,Recipe driven approach,62.0,297.99,6.5165,14.206,100,1.4851,0.18911,72106,76,7.0102
2.0,Recipe driven approach,62.2,297.99,6.5113,14.216,100,1.4892,0.18902,72235,76,7.0514
2.0,Recipe driven approach,62.4,298.0,6.5036,14.271,100,1.4932,0.18913,72363,76,7.093
2.0,Recipe driven approach,62.6,298.0,6.4972,14.286,100,1.4972,0.1891,72491,76,7.1344
2.0,Recipe driven approach,62.8,298.0,6.4915,14.289,100,1.5012,0.189,72619,76,7.1756
2.0,Recipe driven approach,63.0,297.99,6.491,14.332,100,1.5052,0.18902,72748,76,7.2166
2.0,Recipe driven approach,63.2,297.99,6.492,14.366,100,1.5092,0.18906,72877,76,7.2575
2.0,Recipe driven approach,63.4,297.99,6.4939,14.353,100,1.5132,0.1889,73008,76,7.2983
2.0,Recipe driven approach,63.6,297.99,6.4961,14.338,100,1.5172,0.18874,73139,76,7.3391
2.0,Recipe driven approach,63.8,297.99,6.5,14.342,100,1.5213,0.18871,73270,76,7.3798
2.0,Recipe driven approach,64.0,298.0,6.5032,14.424,100,1.5254,0.18898,73402,76,7.4207
2.0,Recipe driven approach,64.2,298.0,6.5064,14.416,100,1.5294,0.18884,73534,80,7.4614
2.0,Recipe driven approach,64.4,298.0,6.508,14.449,100,1.5335,0.18886,73666,80,7.502
2.0,Recipe driven approach,64.6,298.0,6.5095,14.399,100,1.5376,0.18863,73797,80,7.5427
2.0,Recipe driven approach,64.8,298.01,6.5103,14.384,100,1.5417,0.18847,73927,80,7.5836
2.0,Recipe driven approach,65.0,298.01,6.509,14.421,100,1.5459,0.18844,74057,80,7.6242
2.0,Recipe driven approach,65.2,298.01,6.5071,14.424,100,1.55,0.18833,74186,80,7.6648
2.0,Recipe driven approach,65.4,298.01,6.5063,14.441,100,1.5541,0.18829,74315,80,7.7053
2.0,Recipe driven approach,65.6,298.01,6.5042,14.464,100,1.5582,0.18832,74443,80,7.7459
2.0,Recipe driven approach,65.8,298.01,6.5039,14.51,100,1.5623,0.18845,74571,80,7.7862
2.0,Recipe driven approach,66.0,298.01,6.5032,14.5,100,1.5663,0.18834,74699,80,7.8267
2.0,Recipe driven approach,66.2,298.01,6.5033,14.537,100,1.5704,0.18836,74827,80,7.8672
2.0,Recipe driven approach,66.4,298.01,6.5048,14.57,100,1.5744,0.18834,74954,80,7.9075
2.0,Recipe driven approach,66.6,298.0,6.5058,14.619,100,1.5784,0.18846,75081,80,7.9482
2.0,Recipe driven approach,66.8,297.99,6.5073,14.627,100,1.5823,0.18836,75208,80,7.9888
2.0,Recipe driven approach,67.0,297.99,6.508,14.681,100,1.5862,0.18848,75334,80,8.0293
2.0,Recipe driven approach,67.2,297.98,6.509,14.705,100,1.59,0.18845,75460,80,8.0699
2.0,Recipe driven approach,67.4,297.98,6.507,14.72,100,1.5938,0.18851,75585,80,8.1107
2.0,Recipe driven approach,67.6,297.98,6.5024,14.695,100,1.5977,0.18833,75710,80,8.1518
2.0,Recipe driven approach,67.8,297.98,6.4972,14.735,100,1.6016,0.18842,75835,80,8.1931
2.0,Recipe driven approach,68.0,297.98,6.493,14.757,100,1.6054,0.18828,75959,80,8.2339
2.0,Recipe driven approach,68.2,297.98,6.4907,14.779,100,1.6092,0.18828,76086,84,8.2749
2.0,Recipe driven approach,68.4,297.98,6.4887,14.786,100,1.6131,0.18824,76213,84,8.3159
2.0,Recipe driven approach,68.6,297.98,6.4895,14.865,100,1.617,0.18844,76341,84,8.3563
2.0,Recipe driven approach,68.8,297.97,6.4929,14.886,100,1.6208,0.1884,76470,84,8.3966
2.0,Recipe driven approach,69.0,297.97,6.4965,14.882,100,1.6246,0.18827,76600,84,8.4368
2.0,Recipe driven approach,69.2,297.97,6.4994,14.891,100,1.6285,0.18816,76730,84,8.4772
2.0,Recipe driven approach,69.4,297.98,6.5032,14.883,100,1.6323,0.18802,76860,84,8.5178
2.0,Recipe driven approach,69.6,297.98,6.5043,14.899,100,1.6362,0.18796,76990,84,8.5586
2.0,Recipe driven approach,69.8,297.99,6.5044,14.829,100,1.6402,0.18755,77120,84,8.5997
2.0,Recipe driven approach,70.0,298.0,6.5019,14.829,100,1.6443,0.18736,77250,84,8.6409
2.0,Recipe driven approach,70.2,298.0,6.5008,14.845,100,1.6483,0.1873,77379,84,8.6821
2.0,Recipe driven approach,70.4,298.01,6.5005,14.853,100,1.6524,0.18724,77509,84,8.723
2.0,Recipe driven approach,70.6,298.01,6.5023,14.898,100,1.6564,0.18728,77639,84,8.7638
2.0,Recipe driven approach,70.8,298.0,6.5041,14.944,100,1.6604,0.18734,77768,84,8.8045
2.0,Recipe driven approach,71.0,298.0,6.5049,14.965,100,1.6643,0.18724,77897,84,8.845
2.0,Recipe driven approach,71.2,298.0,6.5048,14.941,100,1.6683,0.18705,78026,84,8.8856
2.0,Recipe driven approach,71.4,298.0,6.5049,14.929,100,1.6723,0.18687,78155,84,8.9262
2.0,Recipe driven approach,71.6,298.0,6.506,14.968,100,1.6763,0.18688,78283,84,8.9663
2.0,Recipe driven approach,71.8,298.0,6.506,14.944,100,1.6803,0.18668,78411,84,9.0068
2.0,Recipe driven approach,72.0,298.0,6.5071,14.971,100,1.6844,0.18667,78539,84,9.0472
2.0,Recipe driven approach,72.2,298.01,6.5056,14.905,100,1.6886,0.18633,78667,90,9.0885
2.0,Recipe driven approach,72.4,298.02,6.5028,14.939,100,1.6928,0.18632,78795,90,9.1296
2.0,Recipe driven approach,72.6,298.02,6.4988,14.952,100,1.6971,0.1863,78923,90,9.171
2.0,Recipe driven approach,72.8,298.02,6.4964,15.018,100,1.7013,0.18645,79051,90,9.2119
2.0,Recipe driven approach,73.0,298.01,6.4941,15.084,100,1.7055,0.18661,79180,90,9.2527
2.0,Recipe driven approach,73.2,298.01,6.4924,15.115,100,1.7096,0.18669,79309,90,9.2929
2.0,Recipe driven approach,73.4,298.0,6.4931,15.118,100,1.7137,0.18655,79438,90,9.3332
2.0,Recipe driven approach,73.6,298.0,6.4949,15.139,100,1.7179,0.18647,79569,90,9.3732
2.0,Recipe driven approach,73.8,298.0,6.499,15.17,100,1.722,0.18645,79699,90,9.4132
2.0,Recipe driven approach,74.0,297.99,6.5036,15.219,100,1.7261,0.18649,79830,90,9.453
2.0,Recipe driven approach,74.2,297.99,6.5074,15.244,100,1.7301,0.18649,79961,90,9.4928
2.0,Recipe driven approach,74.4,297.99,6.5096,15.252,100,1.7341,0.18639,80091,90,9.5324
2.0,Recipe driven approach,74.6,297.99,6.5109,15.279,100,1.7382,0.18638,80221,90,9.5716
2.0,Recipe driven approach,74.8,297.99,6.5101,15.293,100,1.7422,0.18627,80350,90,9.6106
2.0,Recipe driven approach,75.0,297.99,6.5089,15.333,100,1.7461,0.18631,80478,90,9.6493
2.0,Recipe driven approach,75.2,298.07,6.5106,14.587,100,1.7501,0.18368,80525,90,9.6979
2.0,Recipe driven approach,75.4,298.12,6.5096,14.586,100,1.754,0.18329,80572,90,9.7464
2.0,Recipe driven approach,75.6,298.15,6.5055,14.569,100,1.758,0.1832,80618,90,9.7949
2.0,Recipe driven approach,75.8,298.17,6.5029,14.58,100,1.7618,0.18328,80664,90,9.8432
2.0,Recipe driven approach,76.0,298.18,6.501,14.549,100,1.7657,0.1832,80709,90,9.8917
2.0,Recipe driven approach,76.2,298.22,6.491,14.164,100,1.7702,0.18187,80760,116,9.9415
2.0,Recipe driven approach,76.4,298.24,6.4846,14.216,100,1.775,0.18188,80812,116,9.9917
2.0,Recipe driven approach,76.6,298.24,6.4831,14.188,100,1.7798,0.18178,80865,116,10.042
2.0,Recipe driven approach,76.8,298.23,6.484,14.161,100,1.7847,0.18174,80919,116,10.092
2.0,Recipe driven approach,77.0,298.23,6.4877,14.173,100,1.7896,0.18179,80975,116,10.142
2.0,Recipe driven approach,77.2,298.2,6.4929,14.167,100,1.7944,0.18181,81032,116,10.192
2.0,Recipe driven approach,77.4,298.19,6.4996,14.193,100,1.7992,0.18195,81089,116,10.243
2.0,Recipe driven approach,77.6,298.18,6.5047,14.138,100,1.8041,0.18184,81147,116,10.294
2.0,Recipe driven approach,77.8,298.18,6.5083,14.139,100,1.8089,0.18193,81204,116,10.344
2.0,Recipe driven approach,78.0,298.18,6.5107,14.123,100,1.8138,0.18186,81261,116,10.396
2.0,Recipe driven approach,78.2,298.17,6.5107,14.048,100,1.8187,0.18164,81317,116,10.447
2.0,Recipe driven approach,78.4,298.17,6.5106,13.962,100,1.8237,0.18135,81372,116,10.498
2.0,Recipe driven approach,78.6,298.16,6.5098,13.937,100,1.8288,0.18123,81427,116,10.55
2.0,Recipe driven approach,78.8,298.15,6.5071,13.901,100,1.834,0.1811,81480,116,10.602
2.0,Recipe driven approach,79.0,298.14,6.5039,13.879,100,1.8391,0.18099,81534,116,10.654
2.0,Recipe driven approach,79.2,298.14,6.4988,13.824,100,1.8443,0.18087,81587,116,10.706
2.0,Recipe driven approach,79.4,298.14,6.4962,13.837,100,1.8495,0.18094,81640,116,10.758
2.0,Recipe driven approach,79.6,298.14,6.4962,13.807,100,1.8546,0.18088,81694,116,10.81
2.0,Recipe driven approach,79.8,298.14,6.4961,13.759,100,1.8599,0.18068,81748,116,10.862
2.0,Recipe driven approach,80.0,298.13,6.4971,13.766,100,1.8651,0.1807,81803,116,10.915
2.0,Recipe driven approach,80.2,298.06,6.5111,14.508,100,1.8692,0.18309,81852,90,10.962
2.0,Recipe driven approach,80.4,298.01,6.5215,14.456,100,1.8727,0.18332,81901,90,11.009
2.0,Recipe driven approach,80.6,297.98,6.5279,14.425,100,1.8762,0.18328,81949,90,11.057
2.0,Recipe driven approach,80.8,297.97,6.5286,14.399,100,1.8796,0.18321,81994,90,11.104
2.0,Recipe driven approach,81.0,297.96,6.5218,14.335,100,1.8831,0.183,82037,90,11.153
2.0,Recipe driven approach,81.2,297.96,6.5079,14.288,100,1.8866,0.18284,82078,90,11.202
2.0,Recipe driven approach,81.4,297.95,6.4906,14.254,100,1.8902,0.18271,82119,90,11.251
2.0,Recipe driven approach,81.6,298.38,6.48,14.302,100,1.8937,0.18294,82161,90,11.299
2.0,Recipe driven approach,81.8,298.38,6.4772,14.273,100,1.8972,0.18293,82204,90,11.348
2.0,Recipe driven approach,82.0,298.35,6.4822,14.291,100,1.9007,0.183,82249,90,11.396
2.0,Recipe driven approach,82.2,298.31,6.4912,14.287,100,1.9042,0.183,82296,90,11.444
2.0,Recipe driven approach,82.4,298.27,6.5021,14.301,100,1.9077,0.18311,82344,90,11.492
2.0,Recipe driven approach,82.6,298.22,6.5113,14.295,100,1.9112,0.18317,82391,90,11.541
2.0,Recipe driven approach,82.8,298.18,6.5169,14.271,100,1.9146,0.18311,82438,90,11.59
2.0,Recipe driven approach,83.0,298.15,6.5177,14.229,100,1.9181,0.18298,82483,90,11.639
2.0,Recipe driven approach,83.2,298.1,6.5135,14.214,100,1.9216,0.1829,82527,90,11.688
2.0,Recipe driven approach,83.4,298.06,6.5053,14.174,100,1.925,0.18279,82571,90,11.738
2.0,Recipe driven approach,83.6,298.04,6.4939,14.082,100,1.9286,0.18245,82613,90,11.788
2.0,Recipe driven approach,83.8,298.03,6.4856,14.085,100,1.9321,0.18243,82657,90,11.839
2.0,Recipe driven approach,84.0,298.01,6.4829,14.095,100,1.9357,0.18251,82702,90,11.889
2.0,Recipe driven approach,84.2,298.0,6.4867,14.102,100,1.9393,0.1826,82748,90,11.939
2.0,Recipe driven approach,84.4,297.98,6.493,14.09,100,1.9429,0.18262,82795,90,11.989
2.0,Recipe driven approach,84.6,297.97,6.4997,14.072,100,1.9465,0.18257,82843,90,12.038
2.0,Recipe driven approach,84.8,297.97,6.5062,14.044,100,1.9502,0.18252,82891,90,12.088
2.0,Recipe driven approach,85.0,297.97,6.5117,14.036,100,1.9538,0.18249,82939,90,12.138
2.0,Recipe driven approach,85.2,297.97,6.5136,13.971,100,1.9575,0.18222,82986,90,12.188
2.0,Recipe driven approach,85.4,297.98,6.5122,13.975,100,1.9612,0.18227,83032,90,12.238
2.0,Recipe driven approach,85.6,297.99,6.5089,13.94,100,1.9648,0.18216,83077,90,12.289
2.0,Recipe driven approach,85.8,297.99,6.5042,13.928,100,1.9685,0.18215,83122,90,12.339
2.0,Recipe driven approach,86.0,297.99,6.4994,13.903,100,1.9722,0.18207,83166,90,12.389
2.0,Recipe driven approach,86.2,298.0,6.4956,13.906,100,1.9758,0.18207,83210,90,12.439
2.0,Recipe driven approach,86.4,298.0,6.4928,13.884,100,1.9794,0.182,83255,90,12.489
2.0,Recipe driven approach,86.6,298.0,6.4922,13.909,100,1.983,0.1821,83300,90,12.539
2.0,Recipe driven approach,86.8,298.01,6.4935,13.905,100,1.9866,0.18212,83347,90,12.588
2.0,Recipe driven approach,87.0,298.03,6.4983,13.913,100,1.9901,0.18217,83393,90,12.637
2.0,Recipe driven approach,87.2,298.04,6.503,13.898,100,1.9936,0.18213,83440,90,12.687
2.0,Recipe driven approach,87.4,298.07,6.5066,13.876,100,1.9972,0.18205,83487,90,12.736
2.0,Recipe driven approach,87.6,298.08,6.5091,13.887,100,2.0006,0.18205,83534,90,12.784
2.0,Recipe driven approach,87.8,298.09,6.5084,13.883,100,2.0041,0.18214,83580,90,12.833
2.0,Recipe driven approach,88.0,298.1,6.5052,13.85,100,2.0075,0.18202,83625,90,12.881
2.0,Recipe driven approach,88.2,298.1,6.5014,13.856,100,2.0109,0.18205,83670,90,12.93
2.0,Recipe driven approach,88.4,298.1,6.4992,13.862,100,2.0143,0.18208,83715,90,12.978
2.0,Recipe driven approach,88.6,298.1,6.4988,13.839,100,2.0177,0.18206,83760,90,13.027
2.0,Recipe driven approach,88.8,298.09,6.4996,13.826,100,2.0211,0.18204,83805,90,13.075
2.0,Recipe driven approach,89.0,298.08,6.4981,13.83,100,2.0244,0.18209,83851,90,13.124
2.0,Recipe driven approach,89.2,298.07,6.4978,13.838,100,2.0278,0.18227,83896,90,13.173
2.0,Recipe driven approach,89.4,298.06,6.5005,13.861,100,2.0311,0.18241,83942,90,13.221
2.0,Recipe driven approach,89.6,298.06,6.5005,13.829,100,2.0345,0.18227,83988,90,13.269
2.0,Recipe driven approach,89.8,298.05,6.5032,13.851,100,2.0377,0.18232,84034,90,13.316
2.0,Recipe driven approach,90.0,298.04,6.5049,13.868,100,2.041,0.1824,84080,90,13.363
2.0,Recipe driven approach,90.2,298.04,6.505,14.257,100,1.6688,0.18709,84126,90,13.41
2.0,Recipe driven approach,90.4,298.03,6.5044,14.245,100,1.6465,0.18766,84171,90,13.457
2.0,Recipe driven approach,90.6,298.02,6.5019,14.222,100,1.6475,0.18769,84216,90,13.505
2.0,Recipe driven approach,90.8,298.01,6.4994,14.198,100,1.65,0.18763,84261,90,13.552
2.0,Recipe driven approach,91.0,297.99,6.4969,14.174,100,1.6526,0.18758,84307,90,13.6
2.0,Recipe driven approach,91.2,297.98,6.4946,14.175,100,1.6552,0.18757,84352,90,13.648
2.0,Recipe driven approach,91.4,297.98,6.4956,14.167,100,1.6578,0.18756,84398,90,13.696
2.0,Recipe driven approach,91.6,297.98,6.4984,14.178,100,1.6604,0.18759,84445,90,13.743
2.0,Recipe driven approach,91.8,297.98,6.4991,14.17,100,1.663,0.18758,84491,90,13.79
2.0,Recipe driven approach,92.0,297.98,6.4996,14.194,100,1.6655,0.18774,84538,90,13.837
2.0,Recipe driven approach,92.2,297.98,6.4982,14.152,100,1.6681,0.18764,84585,90,13.885
2.0,Recipe driven approach,92.4,297.99,6.4957,14.145,100,1.6706,0.18758,84633,90,13.932
2.0,Recipe driven approach,92.6,298.0,6.4949,14.115,100,1.6732,0.18741,84681,90,13.98
2.0,Recipe driven approach,92.8,298.01,6.4936,14.142,100,1.6757,0.18755,84729,90,14.027
2.0,Recipe driven approach,93.0,298.02,6.4958,14.143,100,1.6782,0.1875,84778,90,14.073
2.0,Recipe driven approach,93.2,298.03,6.5002,14.17,100,1.6807,0.1876,84827,90,14.119
2.0,Recipe driven approach,93.4,298.03,6.5054,14.153,100,1.6832,0.18762,84876,90,14.164
2.0,Recipe driven approach,93.6,298.03,6.5107,14.161,100,1.6856,0.18768,84925,90,14.209
2.0,Recipe driven approach,93.8,298.03,6.5125,14.164,100,1.6881,0.18766,84974,90,14.254
2.0,Recipe driven approach,94.0,298.03,6.5153,14.2,100,1.6904,0.18777,85021,90,14.297
2.0,Recipe driven approach,94.2,298.02,6.5161,14.188,100,1.6927,0.18773,85067,90,14.341
2.0,Recipe driven approach,94.4,298.01,6.5121,14.167,100,1.6949,0.18767,85112,90,14.384
2.0,Recipe driven approach,94.6,298.01,6.5086,14.207,100,1.6971,0.18774,85157,90,14.426
2.0,Recipe driven approach,94.8,298.01,6.5018,14.167,100,1.6993,0.18765,85200,90,14.469
2.0,Recipe driven approach,95.0,298.0,6.494,14.185,100,1.7014,0.18774,85244,90,14.511
2.0,Recipe driven approach,95.2,297.99,6.4877,14.158,100,1.7036,0.18772,85288,90,14.553
2.0,Recipe driven approach,95.4,297.99,6.4848,14.156,100,1.7058,0.18776,85333,90,14.595
2.0,Recipe driven approach,95.6,297.98,6.4893,14.186,100,1.708,0.18783,85380,90,14.636
2.0,Recipe driven approach,95.8,297.96,6.4962,14.196,100,1.7102,0.18786,85427,90,14.677
2.0,Recipe driven approach,96.0,297.94,6.5037,14.171,100,1.7123,0.18772,85475,90,14.718
2.0,Recipe driven approach,96.2,298.4,6.5089,14.121,100,1.7145,0.1876,85523,90,14.759
2.0,Recipe driven approach,96.4,298.41,6.5126,14.153,100,1.7167,0.18776,85570,90,14.8
2.0,Recipe driven approach,96.6,298.39,6.5132,14.133,100,1.7189,0.18778,85616,90,14.841
2.0,Recipe driven approach,96.8,298.35,6.5112,14.165,100,1.721,0.18786,85661,90,14.881
2.0,Recipe driven approach,97.0,298.3,6.5054,14.14,100,1.7231,0.18783,85705,90,14.921
2.0,Recipe driven approach,97.2,298.24,6.498,14.114,100,1.7251,0.18769,85749,90,14.962
2.0,Recipe driven approach,97.4,298.18,6.4914,14.125,100,1.7272,0.18775,85794,90,15.002
2.0,Recipe driven approach,97.6,298.11,6.4883,14.142,100,1.7293,0.18791,85839,90,15.043
2.0,Recipe driven approach,97.8,298.05,6.4886,14.156,100,1.7313,0.18802,85885,90,15.083
2.0,Recipe driven approach,98.0,297.99,6.4921,14.208,100,1.7333,0.18823,85932,90,15.123
2.0,Recipe driven approach,98.2,297.93,6.4991,14.213,100,1.7353,0.18827,85980,90,15.163
2.0,Recipe driven approach,98.4,298.32,6.5068,14.209,100,1.7372,0.18833,86028,90,15.202
2.0,Recipe driven approach,98.6,298.29,6.5111,14.171,100,1.7392,0.18825,86076,90,15.243
2.0,Recipe driven approach,98.8,298.22,6.515,14.14,100,1.7412,0.1881,86122,90,15.283
2.0,Recipe driven approach,99.0,298.16,6.5138,14.104,100,1.7433,0.18807,86168,90,15.324
2.0,Recipe driven approach,99.2,298.11,6.5119,14.105,100,1.7453,0.18807,86213,90,15.365
2.0,Recipe driven approach,99.4,298.06,6.5067,14.091,100,1.7473,0.1881,86257,90,15.406
2.0,Recipe driven approach,99.6,298.01,6.5008,14.096,100,1.7493,0.18821,86300,90,15.447
2.0,Recipe driven approach,99.8,297.97,6.4945,14.107,100,1.7513,0.18833,86344,90,15.488
2.0,Recipe driven approach,100.0,297.93,6.4909,14.108,100,1.7532,0.18829,86388,90,15.529
2.0,Recipe driven approach,100.2,298.19,6.5184,13.282,100,1.7461,0.18851,85729,90,15.569
2.0,Recipe driven approach,100.4,298.18,6.5407,13.221,100,1.7343,0.18847,85070,90,15.61
2.0,Recipe driven approach,100.6,298.14,6.5503,13.162,100,1.7222,0.1885,84407,90,15.652
2.0,Recipe driven approach,100.8,298.11,6.5384,13.131,100,1.71,0.18864,83740,90,15.694
2.0,Recipe driven approach,101.0,298.09,6.5122,13.055,100,1.6979,0.18868,83071,90,15.737
